tweets,Subjectivity,Polarity,Analysis
: This is reckless. The brutal killing of wildlife in the name of 'tradition'. It's a legal form of wildlife crime on lar…,0.6,-0.3375,-1
: Councils Go Vegan – in the UK and Worldwide  ,0.0,0.0,0
"_Emia Huge outrage has poured out from all over the world, however peta has to be selective as usual.",0.575,0.07500000000000004,1
 Funny PETA hasn't made this a news yet.,1.0,0.25,1
: PETA Games - Angry Video Game Nerd (AVGN) ,0.7,-0.45,-1
_Nichirin Woah look the first time PETA actually did something,0.21666666666666667,0.125,1
Help  protect animals from torturous experiments. Donate now and your gift will be matched! StopAnimalTesting ,0.0,0.0,0
: Tule elk at Point Reyes National Seashore may be killed to appease ranchers! Speak up:  via ,0.0,-0.25,-1
": The future is kinder. 
Join us:  ",0.125,0.0,0
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
:     Stay away from my milk ,0.0,0.0,0
: 4 out of 5 students suspended or excluded have disabilities - completely unacceptable and strong indication that State…,0.5666666666666667,0.26666666666666666,1
": Nuclear site expert
""Btwn layers of shield plug(rid for Container Vessel)up on Fukushima R2,there's an estimated 40…",0.0,0.0,0
": Hey,  - greyhounds are loving, sensitive individuals who do NOT want to race. 
Sign here to take action: ",0.65,0.26666666666666666,1
"
Japan's robotic probe confirms &gt;40 peta(1000 trillion)Bq radioactive Cs137 btwn layers of the rid on Fukushima R2 container vessel, worth10s Sv/h radiation
""As if melted core on top,not only underneath""was correct
missionimpossible cleanup for 200yrs?",0.6,-0.05,-1
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
: Help  protect animals from torturous experiments. Donate now and your gift will be matched! StopAnimalTesting ,0.0,0.0,0
Japanese company behind upcoming egg farm in Singapore 'aware' of PETA's allegations of animal cruelty  ,0.31666666666666665,-0.05000000000000001,-1
At risk of sounding like I belong in PETA… how the fuck come humans can kill 1400 dolphins for funsies and not be killed but an alligator eats one dude and it’s hunt down and killed??? :(,0.37777777777777777,-0.34111111111111114,-1
: Help Retire Lolita and the Orcas at Marineland Antibes to a Seaside Sanctuary  via ,0.0,0.0,0
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
": Does this look helpful to humans!? 
 More than 90% of basic research, most of which involves experiments on animals, fa…",0.375,0.3333333333333333,1
: Please help stop the bloody whale slaughter on the Faroe Islands: ,0.9,-0.8,-1
_UNIFICATION _official _HQ   Hi  - you're Minister for London aren't you.? Do you support this?,0.0,0.0,0
Japanese company behind upcoming egg farm in Singapore 'aware' of PETA's allegations of animal cruelty  ,0.31666666666666665,-0.05000000000000001,-1
Help  protect animals from torturous experiments. Donate now and your gift will be matched! StopAnimalTesting ,0.0,0.0,0
"When culture takes over the roots of nature, rights of voiceless creatures end in bloodshed. This cruelty towards animals for mankind's benefit is unacceptable behaviour. Where is  now? 


CondemnAnimalAbuse AnimalRights ",0.0,0.0,0
"Sharing a pic of PoGo
PoGoTheIndiePup 
  ",0.0,0.0,0
"_UNIFICATION: The World’s Biggest barbaric Halal Food Festival Is Coming To London Stadium UK.

_official
_HQ 

…",0.0,0.0,0
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
"  You put on this facade of caring about animals, when you fucking euthanize dogs and cats. If you do hide this tweet, (Which you definitely WILL.) then you are literally admitting that you hide the truth from others.",0.65,-0.3,-1
Please help stop the bloody whale slaughter on the Faroe Islands: ,0.9,-0.8,-1
"  
Is sleeping 😴😴😴 ",0.0,0.0,0
".  is one of the worst places for marine animals in the world. Dozens of dolphins, whales, &amp; walruses have died there. Sign this petition to show that you have NoLoveForMarineland &amp; pledge not to go there.  via ",1.0,-1.0,-1
Help  protect animals from torturous experiments. Donate now and your gift will be matched! StopAnimalTesting ,0.0,0.0,0
"   They attack nintendo for a children's video game then beg to join on one of their other games because their funds are going down not to mention a lot of their employees kill and eat animals too, very hypocritical smh.",0.34097222222222223,-0.12013888888888889,-1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
     r u guys sleeping ?🤬,0.0,0.0,0
This man works in an animal testing lab and severely abused an animal. Who is he? Please share and help me find him.  ,0.0,0.0,0
" Yeah, sure, okay, Peta Griffin. ",0.6944444444444444,0.5,1
missing my pet rock called peta ( after BREAD ) from my p7 trip,0.05,-0.2,-1
"there it was standing out like like a spare prick at a hens night. a drunks nose growing that she's packed so much pancake &amp; foundation on its obvious it's an issue with her now it's well underway. surgeons, vets &amp; PETA can't operate safely on drunken sots schnoz   ",0.39999999999999997,0.2333333333333333,1
" ""PETA!? MORE LIKE PETURD! WHAT WERE THEY FUCKING THINKING!?""",0.65,-0.0625,-1
": PETA Offers New Cycle Of Online Workshops, And Here Is Why You Should Join

",0.22727272727272727,0.11818181818181818,1
_Bhaskar_ Paavam despised by both commies and congress. His descendants were the main people behind PETA and AWBI led Jallikattu ban.,0.5166666666666666,-0.11666666666666668,-1
 PETA still in summer holidays….,0.0,0.0,0
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
": Leigh Sales from Sydney, popped up in Melbourne presser and got stuck into Dan Andrews, just like Peta Credlin did.

Has she e…",0.0,0.0,0
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: htt…,0.35,0.15000000000000002,1
"_baggins They see one staged PETA video and that’s it, they know best 🙄",0.3,1.0,1
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
": Peta Murphy MP Federal Member for Dunkley 
24 July 2019  · 
Today I gave my first speech as the Federal Member for Dunkley…",0.3333333333333333,0.25,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
": Do you know PETA - which preaches down to Hindus, kills about 70% of animals in its ""rescue"" shelters every year. That…",0.2888888888888889,-0.15555555555555559,-1
_familia _8296 _Forge   Or can i 🤔🤫,0.0,0.0,0
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
": The future is kinder. 
Join us:  ",0.125,0.0,0
"Peta Murphy MP Federal Member for Dunkley 
24 July 2019  · 
Today I gave my first speech as the Federal Member for Dunkley.
As your representative, I will work hard every day for our community, at home and in Canberra.",0.4375,-0.020833333333333343,-1
_trades: I bet most don't even know that animal studies are ongoing for Covid vaccines. They are happening at the same time theybar…,0.3125,0.25,1
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via  well not actually..I'm been vegan since 2014,0.0,0.0,0
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: http…,0.35,0.15000000000000002,1
": peta here, peta there, petas everywhere",0.0,0.0,0
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
": Anyone else think that primary school &amp; nursery staff should also be given Covid boosters, given we will be working with…",0.5,0.4,1
": Eurgh, being trolled this morning by a GB News presenter’s followers. (Alastair Stewart).

 has refused two…",0.0,0.0,0
": Just received a DM which has moved me to tears

Mum of a 9 year old girl whose daughter is learning to walk again after…",0.2,0.1,1
": For the people that don’t want to get vaccinated, or have mask mandates or even socially distance….. what ARE you doing to…",0.06666666666666667,0.03333333333333333,1
": My 15 year old son became suddenly unwell on Sunday afternoon, really high temp, lightheaded and complaining of cramp every…",0.4133333333333333,0.08666666666666667,1
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
Not me just trying to rewatch surfin and getting a peta ad who tf told them showing uncensored animal abuse is a good ides,0.6000000000000001,0.7,1
": Why you should never watch live zoo cams  
ANIMAL CRUELTY
 
  …",0.5,0.13636363636363635,1
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
"_salmon85 _Moxon    Hope you got there OK, my friend missed her radiotherapy appointment for breast cancer this morning due to these people.",0.4375,0.1875,1
Urge These Fast-Food Chains to Up Their Vegan Game ,0.4,-0.4,-1
URGENT: Help Shut Down Live-Animal Meat Markets That Breed Deadly Diseases:  via ,0.34444444444444444,-0.1777777777777778,-1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
: Be the person they need you to be💚They want to live as much as you do💚Please leave them off your plate💚 Vegan Pigs ,0.35,0.16818181818181818,1
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
Help  protect animals from torturous experiments. Donate now and your gift will be matched! StopAnimalTesting ,0.0,0.0,0
"_Coop Hi Amul, does it have any milk or milk products in it ? Your expertise is with milk, don't get diverted, an humble suggestion. It seems you have taken PETA's advice to go vegan..",0.4,-0.2,-1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now…,0.35,0.15000000000000002,1
": The future is kinder. 
Join us:  ",0.125,0.0,0
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
"_prue    I wish we could tune in but Tasmania has been blocked from Sky news, PETA Credlin, our favourite program and all the rest, so cross about this!!",0.0,0.0,0
"Over 20,000 PETA Supporters Called For McPlant – Now, It’s Finally Here ",1.0,0.0,0
: PETA Games - Angry Video Game Nerd (AVGN) ,0.7,-0.45,-1
"_7   🙏 Danish media reported too‼️
. 🇫🇴🇩🇰. 
Grindadrap StopGrindadrap 
🐋🐬🐋🐬🐋🐬🐋🐬🐋🐬
",0.0,0.0,0
PETA wants Nintendo to put its mascot in Super Smash Bros. Ultimate  via ,0.5888888888888889,0.17777777777777778,1
: NSW Premier  says it’s “too early” for a royal commission into the handling of COVID-19 by governments in Australi…,0.3,0.1,1
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
: It’s probably out of frustration.  ,0.0,0.0,0
:    I'm gonna drink even more milk now,0.5,0.5,1
: Are we  Way to Extinction? We’re at the premiere of the new film narrated by Academy Award winner Kate Winslet to find…,0.45454545454545453,0.13636363636363635,1
I'm taking part in PETA's 3-Week VeganChallenge! Will you join me?  via ,0.0,0.0,0
  My counter argument. If animals shouldn't be eaten. Why are they made of food ?,0.0,0.0,0
Help  protect animals from torturous experiments. Donate now and your gift will be matched! StopAnimalTesting ,0.0,0.0,0
"About last night's ep... Well, think that's not much to say. Mxy was amazing, Lena is back &amp; her whole dialogue about science and magic was really funny, her arc was nice. Peta Sergent was flawless as usual.
But overall that wasn't one of greatest eps of season 6 😪",0.5680555555555555,0.3166666666666667,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
: when will PETA stop posting furry porn as an argument...,0.0,0.0,0
Brilliant  ,1.0,0.9,1
@_M_A_Z_Z_A: FaroeIslandsShame    ProtectedSpecies WorldWideScandal  please explain how this is allowed?…,0.0,0.0,0
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
:         _Wl…,0.0,0.0,0
": Circle 3



_RBLX





 (blo…",0.0,0.0,0
: Take the Vegan Pledge! | People for the Ethical Treatment of Animals via  ,0.6,0.2,1
"Circle 3



_RBLX





 (blocked)







_B

",0.0,0.0,0
 : 2248494e-4b16-4fad-a723-baf012be6957,0.0,0.0,0
10 Ways to Help Animals This Month (Updated September 2021)  via ,0.0,0.0,0
"dear peta:
speciesism isn’t real. stop making people fall for your shitty marketing.

sincerely, sane people",0.4,0.35,1
": Why you should never watch live zoo cams  
ANIMAL CRUELTY
 
  …",0.5,0.13636363636363635,1
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
